,credit_rating,debt_to_equity,energy_capacity,esg_rating,region,cash_flow_1,cash_flow_2,cash_flow_3
489,BBB,2.7898929156447303,38.51488054670837,96.67967938069826,South America,60673.890263533496,81672.45036742478,100249.72987001114
490,B,1.4151140184946946,19.771878719725162,97.18971046234851,Europe,50549.16208848862,57000.320336496894,0.0
491,CCC,1.3850782727815325,57.63490059703204,95.80660819734591,Asia,73397.29741614836,95357.01229323626,0.0
492,AAA,1.770809952336121,2.3703552101906555,93.22853739769734,Asia,21686.912206589426,29899.133242796906,39282.518472507145
493,BBB,2.271891103446121,35.223764051065764,92.95577908186151,Europe,49465.69636733369,61734.636658782474,74387.79779479717
494,AA,0.037283119171199974,35.58317275243222,86.85604999527807,North America,32489.056791729814,32156.49318871418,31387.182974073665
495,AA,2.3805629732068203,27.18499005402627,53.404344197673325,North America,32372.257700383314,33729.43315507723,35277.739719741025
496,B,0.8636073424975232,5.992810691952251,45.13348538195112,North America,34339.09205110822,41244.93669409121,0.0
497,AAA,0.9217032539038668,66.6843026672193,61.638092303576364,Asia,30656.185948805254,38509.47124811573,44442.339351586685
498,AAA,1.204760202477367,35.84841960039488,57.10584674932182,Europe,28589.386874472948,31654.41136705627,33862.86407248124
499,AAA,0.9671241941100044,34.070787548883004,50.572050169580464,North America,26077.023114954638,26927.080042682293,27865.782732615295
500,AA,0.5138579158532419,19.218797051797793,61.690187171836456,Europe,26966.904162949344,27045.63428492913,26952.353408477877
501,BB,0.0830200223083466,28.956972201858495,38.178575802096724,North America,34800.83795179181,30271.291712167542,26394.51620327081
502,BBB,1.0577328431010167,45.332890266578424,50.50205883257745,Europe,40326.282843348505,49866.40210153012,55410.19132462869
503,AA,1.8309569151656508,8.334412951823275,53.71285843816867,North America,25508.84939466734,34874.03470692656,44443.270662292496
504,BB,1.2419440954778715,26.590698361367902,81.50402091562161,South America,54386.71729577838,47226.90604999157,44101.7540131583
505,BB,1.6210785303577864,11.895737005913027,88.96541193397054,Europe,42802.27427464645,55343.61914197746,67792.47466975133
506,A,1.3946203409687095,35.072538260699474,92.45418275929384,Europe,43971.906050298574,49589.67049308659,55104.98654118214
507,BBB,2.4706509473840867,11.03189173648572,82.39191568812781,North America,34089.09091869195,47466.55763559554,62073.005951861705
508,AAA,1.3614419342212984,12.198273048464769,21.790870632094983,North America,24385.01064751183,30312.846915188675,35959.31521877026
509,AA,-0.33959603826133256,8.681386653196189,92.8974127674709,Europe,24941.87965944844,27268.485174245354,28644.085898313162
510,AAA,1.1700734778076192,61.942548983424686,48.67005598530363,North America,29015.129246546643,37271.3022859984,45503.002335098216
511,BB,3.43711038658897,34.935244269127566,82.1729417170892,South America,60661.64369176155,76805.72403003713,94130.09349901786
512,BBB,0.9887283606173015,23.932412632061496,32.588590921874406,Europe,39117.3712454777,35851.26535311641,34853.03880560174
513,AAA,1.8337447062906231,30.201277964064037,86.71041054218563,Asia,33593.637271457694,38255.1800725683,41978.089818623295
514,A,2.235011132589535,19.496773927654424,71.04035957147256,North America,35843.65913562625,43811.22807923856,51339.00098302328
515,AAA,0.8767939313631093,9.516403167934094,95.41314792663908,North America,23539.311841694944,27889.595209910247,29790.97632394857
516,AAA,2.381274408564683,22.235362812441164,24.686092656475644,Europe,30421.836527212625,34793.77684217798,38844.99609323587
517,AAA,0.4950565265047604,18.119885544366763,16.004821552237548,Europe,24682.059178529926,24882.369931934958,25383.515538802196
518,BBB,1.58429237500843,17.043542900920947,6.173581065050959,Asia,45142.708437710666,55601.759893873554,63282.33474269549
519,A,1.1845316461700575,19.242334239746047,58.14589288620101,North America,30106.244278889746,33112.1011787009,35932.244171456114
520,AAA,0.2702207710526039,65.20499217991744,91.40597121942739,North America,39431.96839738755,45438.30340160469,50873.2086648606
521,AAA,-0.1603542770433437,7.379516854327115,88.3370798726007,Europe,17610.804744389457,19967.59833004613,20858.880259468966
522,BBB,2.0352940827057417,9.691737443316269,39.72491611208804,Asia,40844.650536178866,56558.89007747294,71261.65591764229
523,AAA,-0.4139403447122496,16.744591461808895,44.127743878074256,North America,19509.86419454523,19857.728916657044,20201.360769208946
524,A,1.3229174010269233,29.657093393251742,41.015723952819016,North America,32604.472383961333,34408.9235747888,34881.998683027035
525,AA,0.7146999744169193,31.365121749916142,74.56016786122832,Europe,32970.37907625105,31796.019304590478,29892.552127398947
526,AA,0.927776887112042,58.7235367135601,30.662984531579916,Europe,37613.927325178556,45962.568586775116,52893.48953762877
527,AA,1.3234891451748292,13.231076904654259,69.90138970665392,South America,31805.0220349211,39586.505540345344,45948.12966253048
528,BBB,2.5953620127787085,51.17579290802124,25.45193708365714,North America,45796.95473905045,64942.50965083045,85486.46944759694
529,BBB,1.5130613416348562,12.640169749824045,42.88593186487536,Europe,37413.06023012814,47309.87457280213,55879.18398875877
530,A,-0.8373749562211983,46.688631287067444,20.00422384984707,North America,35607.1744306115,37995.90815743737,39566.88746887739
531,AA,0.9687196684964698,13.274916642915235,7.260165909652483,North America,27543.368212287438,32031.770931524352,35662.39129264473
532,CCC,0.976966634858444,37.62812702380356,97.69842123720066,Europe,61644.70873538616,67831.36898001647,0.0
533,AA,0.14861763409981243,13.960326055625025,91.39429911254669,South America,29729.30338531904,31761.559754424365,32606.124958697415
534,AA,2.0126824146710174,46.33730301102689,17.843751674951115,North America,39602.0234269716,53507.603141963315,67898.74339345525
535,B,2.5094164887565014,45.27432265074629,3.8980173929453965,Asia,68776.47071479476,93838.32487603262,0.0
536,B,0.7881515083719705,32.32883431782286,40.126362740295384,Europe,46598.23759356319,46554.9563366979,0.0
537,AA,1.008486836748137,36.67169359091361,82.99806335097345,Asia,37576.31075205151,40331.05667820079,42933.6927904088
538,BBB,1.8086557887627537,38.57161190980577,80.46565679592774,Europe,47615.98037189152,60183.2195134737,69708.69993479172
539,B,0.6074098809707866,21.35646850528837,45.15646282026917,Europe,44005.74253503114,41950.94189352584,0.0
540,BBB,1.428959135169898,62.13708839326356,3.351163229702925,Europe,59228.20692054504,78060.43870049721,96263.75650789168
541,AA,1.9877496538774766,12.818485858761678,52.81839989187935,North America,28858.033745992525,38539.54530221569,48775.57658302188
542,AAA,0.9013347319021033,24.052859426971505,96.95291668162413,Europe,28922.402916035586,27561.38158535636,24695.370710609066
543,AAA,0.22970927041293576,28.25063333397167,28.470792937902758,North America,24736.890813211536,20646.462172339903,18362.200430733967
544,BBB,1.9187832639072275,4.740100714787741,21.2759347864786,Europe,36704.354409831234,51101.88786512796,67262.2931051326
545,AA,1.7673688629138113,25.498064860897223,13.042244329407882,Europe,35711.824338055376,37471.11746750012,37416.25874573404
546,AAA,1.7844231914486663,12.67719654740419,14.780635670397269,Europe,26856.974189625533,35240.966123399914,42732.19404396369
547,A,0.9759767382593626,20.624443557220758,74.20948733323107,North America,32245.84178619447,33142.39895498759,33764.80594059556
548,BBB,2.159932015687107,8.176477368105921,60.70889170194293,Asia,42250.52547403156,59056.241889278965,76727.06287990275
549,AAA,2.819708524553369,21.752519294850565,74.56239484077929,North America,30033.323914921213,36939.05475982772,42776.939595309996
550,CCC,1.9556340405973067,58.95159268384311,47.90094159014354,North America,50338.137345369985,69907.32361705486,0.0
551,BBB,0.11215063144652482,29.962315416241058,94.64715622848894,Europe,41723.14126116694,36822.21105565283,33469.21215735576
552,BBB,0.7554627074734634,37.0514003911205,59.00595632713318,North America,35207.06122469892,37385.329285670494,39453.75911971347
553,AAA,1.7159117074243793,52.19199008708887,89.55468834170253,North America,40637.80231860047,54296.439210589866,68084.25485781879
554,B,0.10466772271731539,21.493055201226845,42.00849545062049,Asia,47005.448317178816,42855.13506307197,0.0
555,AA,-0.38908706307489105,36.58703355950127,75.81786271099114,North America,30268.828110533403,28451.87549323633,27938.07148887259
556,BBB,1.0660408698015567,34.061053623565186,76.11339507043206,Europe,43966.96530487158,46601.3075661892,48490.37426188977
557,BBB,0.4484910147333898,42.29580802990835,0.03227569218642312,North America,45223.485380865626,48818.709935829116,51524.12536510127
558,BBB,1.3889906140912087,15.434099045351413,2.5763851328028387,Europe,41091.855202572224,49643.5211488283,56943.3751948771
559,AA,0.673196050734211,23.98606671283986,58.360800469292265,North America,26255.772643173274,24205.89868064199,23017.73485264899
560,AA,1.1449932316197307,28.967262015906275,92.52570594110259,North America,34734.61089645426,33688.67364827553,32958.61046404952
561,BB,0.5059779325494367,55.41350064192346,80.16638508186979,Europe,50968.25731356906,60758.50068943754,67454.4632137024
562,AAA,2.3273719318703963,45.57469862749331,44.65056521553298,Europe,31079.768755378645,41428.690684294175,54345.79371373162
563,AAA,1.3583131961658264,11.736008127568411,17.20623857649829,Europe,24647.475662291792,30712.11547020041,35872.750172969536
564,CCC,1.3900200627607975,33.44083430977571,57.61852406178735,Asia,57582.63783807592,65684.05883996062,0.0
565,AA,2.63905482486369,15.591243878172687,84.2853272470544,North America,32081.69203658127,42776.20776298149,52836.26081641029
566,A,2.479782729112612,37.982602641477094,94.45587497751485,North America,45437.31849072901,59227.82160235022,72341.58690737456
567,AA,0.8298981239657613,17.310649533566405,34.065209767659866,South America,30673.677686832947,32726.918511830925,35126.55471756221
568,AAA,2.0035904438630876,21.600497401401707,67.23068926486523,North America,28033.71277272254,33633.38950283137,37849.921891443744
569,AAA,2.2079270493121,23.692578459937476,49.265761422208065,North America,28730.116658237657,31520.99287836548,34851.18914024542
570,CCC,0.8309899056854638,22.16976790549198,81.00968503953801,Europe,51399.019250596946,50634.51137879108,0.0
571,BBB,2.199274920271616,5.009603421310816,22.80107604796089,North America,33138.851494081,47152.611846615604,62266.5512873339
572,AA,1.2511625865828733,6.996301579138222,82.65089880542511,Asia,28165.79112671581,36733.648848551806,42838.45385873321
573,BB,2.6671035460470622,51.05092162323259,66.49734114014791,Asia,55749.74939590737,80354.71061538001,105726.47903321825
574,AA,0.7177124190093069,7.416435979382544,9.949679763279285,Europe,24739.41494175833,29241.319301104497,33436.34899508896
575,AAA,1.0208380146343103,15.199948604572969,48.6173667573214,North America,23214.904160926246,25667.192186712182,28206.52113963409
576,AAA,2.1288420014237395,24.042531701015406,69.00761587686803,North America,30122.113616432558,33927.364554451844,36702.736826436
577,AAA,1.0084302818960638,33.12475039197418,53.49621023475588,North America,26144.957044321778,27877.708159956972,29159.411928221518
578,AAA,1.7123001678878484,33.908070133739834,32.427321153966005,North America,31406.622304018903,36319.58285648955,41124.84693568212
579,BBB,0.1817917837042995,4.204141670494192,55.2903595656477,Europe,30058.262379576194,35253.03336693401,37707.7432131185
580,AAA,1.3627208559895674,29.45138309002737,40.62339495750121,Europe,28322.14051219227,28692.076335185408,30141.502589418764
581,BBB,2.9420613163104616,59.568191452882424,43.000875231251456,Europe,48625.696808741995,69322.86525214478,91999.44727964119
582,B,1.0258152680297403,27.735435910661487,31.659780585950546,Europe,48612.29383959924,44942.48334177389,0.0
583,B,1.2200209299690508,29.003748726560293,83.26481883512938,Europe,54871.79169294461,53644.58839657547,0.0
584,AAA,0.9987856137010793,16.472300258493185,43.9855775396551,North America,23466.964828857523,25888.5725280995,28111.07922927272
585,B,1.195182949380898,21.256440499423967,7.90328868985386,Asia,56112.76409994306,59193.24607551539,0.0
586,B,1.0841436881670181,35.76266578751407,50.567850590537546,Asia,53467.989567494515,59400.31006522326,0.0
587,AAA,1.8601702964363787,14.597154004429152,52.09458544408935,North America,26029.41644131519,33512.46697123834,41391.74595238457
588,AAA,1.298273281545953,49.882733521494515,44.14590875889844,South America,28610.31244452691,37501.76135925697,45016.40458240658
589,AAA,1.4088281962035931,36.3198986463404,25.290910960271717,Europe,30677.358978511395,36012.079842627056,39516.92212704978
590,BBB,2.29494378320857,10.063298984299848,29.532098200970147,North America,34378.55923632127,47703.08307951817,62523.0713515324
591,CCC,0.6586137440509756,9.606940062376395,45.55820743131106,North America,38522.012017055946,43163.592380447306,0.0
592,B,1.6314848865791025,26.236834191482444,63.523289337610464,Europe,49389.238021367644,46128.8169370842,0.0
593,A,2.342325004629803,73.66221048857334,0.610688203753873,North America,58811.99241014286,85035.43755711222,114116.51921879519
594,B,0.5791127391895712,30.302854170617678,78.39405634159444,North America,42680.37785425362,39578.37922621899,0.0
595,BBB,1.0104037148416052,18.57967120265414,66.06252112173509,North America,32834.631795707704,35175.82637594159,38688.21720302264
596,AA,1.1412152522568826,25.857472660533265,49.425347080582604,North America,27646.544702873718,24647.474763930324,23073.29064428945
597,AA,2.1138256345640487,17.182221684092934,59.933259603289315,Europe,31880.41133176625,40736.78966291453,48811.21592536801
598,AA,0.5986712671548705,17.732992559320635,33.639968385401374,Asia,28141.10542298846,30137.74636103566,30997.323414513285
599,A,-0.23547708555701696,46.17506205913792,26.63520936483681,North America,34503.955477543306,36887.85617592695,38205.87291894385
600,BBB,2.25911907330032,28.38508743743471,34.50979691719049,Europe,44363.791828356116,48863.84750273529,51933.9865272001
601,B,1.8494490990897676,21.027841658795612,76.78150371515294,Europe,50641.941011372386,59049.26900046698,0.0
602,BB,1.5772793338530482,35.388268434729056,99.94088884438129,Europe,56359.006072776494,65996.80246533662,74826.90071621395
603,AAA,1.1758463807693973,36.074476900864234,98.5791839186696,North America,36731.057322524546,41855.37449625848,44114.511133977096
604,AAA,0.3027772484027389,50.74222301069877,23.056667998387624,Asia,30946.8840354268,33843.66393786096,37447.781696772116
605,BBB,0.7912330898841268,36.292682711008226,95.78953030816308,North America,42409.057623536064,44455.58281331029,45996.5877792965
606,AAA,1.8958107630638799,32.79563214148518,5.7063856732997635,North America,36130.87878459745,42691.6518905717,48563.27783995724
607,AAA,1.6838921911005242,52.22813885230181,28.835231861004328,North America,34178.133411924326,45550.79578492119,57161.46577801272
608,CCC,1.7310074796570043,24.05134130262577,68.04633948261706,Asia,58657.38215685,63492.21448930079,0.0
609,BBB,1.1991703800086293,8.093237847955333,13.800908372193277,Asia,40433.74634363754,50907.11093569183,61448.80924746416
610,AA,1.50719464650039,34.64836994006168,7.475266234142042,North America,38166.08876437558,44401.580560968934,49213.95576923006
611,BB,0.04407643404615236,29.844672110670363,82.58360665163093,North America,38501.56097618825,33331.07619993397,32042.254052107466
612,A,1.1691032084478545,36.44298318406017,32.38723337418904,Europe,38106.679779294536,42758.38843146478,46007.62114421185
613,AAA,2.143029209020982,40.32703907841937,46.334861208338985,Asia,31651.50083662937,41069.48170016506,51102.86461772841
614,CCC,1.2128032437402638,4.6600350049822605,10.627561685387366,North America,39010.78581435622,50205.55667830157,0.0
615,CCC,0.8139181848501935,14.474416828045491,36.53378226374421,Europe,48279.03657969514,54647.50619530721,0.0
616,A,1.9142610704413463,37.13081318747932,60.72946474773219,North America,36703.42320187951,45832.287652696206,53967.42035366373
617,B,0.7922666250088068,19.987212311866184,5.922676659793891,Asia,53973.86486801827,56074.89248270209,0.0
618,AAA,1.3997482739235598,23.921191834443224,53.777192673153905,North America,26758.53554028878,26988.009472547736,27625.033337557394
619,B,1.4705160080546698,20.14599188824912,78.79304535318269,Europe,48822.63192043741,55840.9617732429,0.0
620,A,0.08581176239655508,22.42616282074326,12.576049089280605,South America,40349.38720511547,36607.230393938604,34143.90211012719
621,AAA,0.10403916512390454,3.4833521105313703,1.8404265794882302,Europe,16532.60179634571,19339.808127621414,21278.66952978343
622,BBB,1.7528050871387444,12.96379855908636,60.23014869501342,North America,33851.71238285669,42857.90853681698,52812.93457634115
623,B,1.469085409287263,13.20122179626329,68.1403618762644,North America,39024.66341364083,48637.6432817637,0.0
624,BB,1.3068127627643944,7.3569820862753845,7.435149807223151,North America,35303.16252033231,45385.57298660014,54926.16741101835
625,AAA,1.04097678654447,52.710235178426636,63.90559002303273,North America,30322.033640559996,36420.68444327451,42809.9743343531
626,AAA,1.1436997389667627,32.397720896466865,22.869692613837,North America,29742.988941771404,31382.141094208404,32120.86993622501
627,BBB,1.327781300908923,3.651150680518124,46.19334331595396,Europe,33049.8296337475,43184.619348092965,53042.28600385448
628,BBB,0.8826609808958501,16.75473008934621,76.3943216359899,Asia,40466.329491726545,43408.2659931765,47336.43251016566
629,AAA,0.563780259548573,15.804615151567683,16.09956554726175,North America,23414.139961590972,25213.259093228586,26275.62182689019
630,BBB,0.5933003614067915,6.899139468359709,32.96146314136723,Europe,32922.45052182196,38445.27856347606,42758.73721182532
631,AA,1.0431985338252865,46.29934271028909,6.0749707010349985,Asia,43960.128551728456,52805.07734125135,60152.883923559864
632,AAA,0.5947275008370626,12.32937733773146,1.8968038748674476,Europe,23571.9664513007,25765.380876532363,27830.004179924024
633,BB,1.2034810498479709,17.687215193762146,34.65240122295676,Europe,42585.519224471594,48253.59348031775,54383.189836861085
634,BBB,2.153390403010102,38.6108201598638,50.342421585123695,Europe,43982.27141243883,56002.15202854476,69042.2746383425
635,A,1.2206007767485365,23.77574075614148,70.07451744109387,Asia,39713.959909860896,39216.274271970586,38515.8837206139
636,AAA,0.6481947736201996,32.622889158822446,67.38599373351917,North America,26523.134191895464,26176.66340355385,26770.332528884934
637,BB,0.9991028266574179,24.668311288294202,97.52569487306481,North America,42447.717960842194,39188.730788036075,37645.924319452315
638,BB,1.0158190435237224,36.89942922619084,99.73840432344934,Asia,57671.67619711866,63604.2420788195,68265.65478312013
639,AAA,1.937955527538048,44.006676785444384,96.28044174905979,North America,40019.231430979875,52808.46277366709,65821.6901206142
640,AA,0.06505993470932259,66.88900886447011,51.22798171319188,South America,35416.77120676263,40603.00817476768,45589.87590525515
641,BBB,1.0309752875127614,39.03437426696629,31.58637928966951,North America,37938.56436464951,43251.13469250452,47512.57428637842
642,A,1.0979672331341441,79.39753849760761,97.58728673589124,Europe,59678.55066059897,75366.02653034394,90882.20265239337
643,B,1.3754396363160195,4.015837639384479,92.64361308586474,North America,36583.85608113877,48045.95319118318,0.0
644,A,1.2348309791369636,46.62414774146942,35.39831432905157,Europe,39573.76413628345,48640.6745554645,57040.81686976946
645,BBB,2.2410807971545146,19.567112285796718,92.3739016004019,North America,40847.314670424406,50697.68477680271,59438.80200534839
646,AAA,1.3289139578607538,21.120306031533307,30.829925610397012,Europe,26587.311179023425,28422.64243831585,29510.581436519253
647,A,1.1150584126656364,31.009978645576737,69.49314135610958,North America,34473.4576204612,34881.115995748594,34833.93137311129
648,AAA,1.1429388967494398,19.073585819235657,64.65671815277905,North America,25554.859204471675,27678.065662354053,28389.0420091803
649,AAA,1.1049359535592997,18.85707095472867,15.971792001190998,Europe,27102.10193718789,29811.694302562566,31623.40190064864
650,AAA,1.5574297357489626,50.888523420859954,15.145549245648414,Europe,38378.05143028056,49154.979352894574,60590.94363562191
651,AAA,1.3502293875114322,44.24465391511541,72.70690082433529,Asia,34254.03548166454,40748.42507256768,45760.62628761937
652,BBB,0.6700683790743103,20.974826895836625,88.74091530381924,Europe,40351.6709707912,38969.681584712474,39427.55137742715
653,B,2.0117301732326727,18.79202274566567,62.07983874978934,Asia,53517.15352497148,67087.14834866603,0.0
654,AAA,1.276413061692862,11.425597164941852,1.6035232918152675,Europe,26219.175441329433,32698.076885852057,37660.36757353935
655,B,1.7870143378563026,12.094424619292942,21.020138513970544,North America,40997.69438535123,54337.83089773778,0.0
656,AAA,0.31339314776251137,15.57393255060601,32.43462909296719,North America,21217.080489900323,22774.034485905373,22784.900558774563
657,A,0.7374096255846996,15.421251460884871,47.6797544740762,Europe,31338.985528945635,33646.51274137718,36846.68886474133
658,AAA,1.1524126674119277,35.30725627285435,11.609122891304802,Europe,32466.445807487547,36596.03793504454,39793.21276885082
659,CCC,1.0751264960292728,12.457914868406386,77.11164415241602,Europe,49737.01306807474,57610.16630471396,0.0
660,B,1.1609538409392688,34.45517066738551,40.98658813237414,North America,42351.24483249153,46339.26159970021,0.0
661,AAA,1.6901746439196588,40.269758993037875,69.20042965199926,Asia,32082.50324838336,40134.800294704575,48092.28333029331
662,BB,1.2509171963033943,5.992457711879955,60.7450580660584,North America,33353.40483241634,42638.70535588354,51116.86854549877
663,A,0.38337722728420687,25.344729177347684,59.41918350243708,Europe,30937.489598445824,25605.211399346736,22498.220172368874
664,AAA,1.7169005916526157,37.067676500197564,82.69490034173575,North America,33492.226579755705,41595.68981648188,48421.57593335383
665,A,0.6539481097770935,29.971921704735944,38.63066826495085,Europe,33950.49815362967,32264.17921079226,30660.404446589037
666,BBB,0.9222169164629543,53.85235604806804,39.135899962187246,Europe,42863.59370279657,52688.58906402904,61016.189378622075
667,AA,0.6764811969214707,7.848094074197813,77.25594429869822,North America,22790.261250512005,27027.859868184663,30944.990833942364
668,AAA,1.0180196498459915,31.40355905011828,93.03669796874331,North America,33151.26758346841,34278.230129313706,35439.93343973984
669,AA,1.9239339772903898,45.111062661617716,14.694933663000942,Europe,42760.4410793206,56550.52855512376,69882.08537394181
670,AAA,1.4211307258073056,20.768264094392627,98.81435686549062,North America,29918.581894630777,33645.1699908289,36662.70836658529
671,AA,1.361355841127286,25.900460141863356,46.81910772738802,Asia,32310.011001643375,30630.69366012156,28228.531378896292
672,A,1.1403928103348695,44.182649734602585,7.358672315611214,North America,43075.8026989623,51188.777618840686,58176.169569924066
673,AAA,1.5932492613825193,29.088633079734983,54.99389172369601,North America,27604.770560183384,29459.818090976816,30864.83808681198
674,BBB,1.937352691704373,17.15328797133004,10.640839671173374,Europe,43036.54938210297,53885.73467800114,63699.85552175838
675,AA,1.0223168472780944,21.66634386103722,14.873248962289043,North America,30197.506142063718,31301.459709479008,31564.363079208197
676,AA,1.7082059313954048,10.604915970334979,89.50160659000514,Asia,30842.278399966748,40148.709911614795,50254.25945451554
677,BB,1.6403854421964619,57.25145020920757,73.1669761972317,Asia,57792.08901126152,77295.63024492252,95949.48791758736
678,AAA,1.1406955173176874,7.068738515709707,95.44466728029121,Asia,23644.70019639645,29643.867087478033,33077.42767634102
679,BBB,0.8791590030935457,25.915854736168825,99.64863567941742,Asia,48105.6915012792,40180.58992574945,36843.93766115665
680,AA,1.013674069100063,37.12437437162496,33.643725976441374,Asia,34203.20673042831,37151.37112949261,40553.759431837396
681,AAA,1.3520356173577994,46.92434801152768,89.6624811272049,North America,39529.08030688986,48917.9859117922,57488.24451312525
682,BB,1.738613993552562,60.65955872833504,39.28640264692608,Europe,51125.4841060725,69691.04226086111,88472.2623224063
683,BBB,2.366410980546435,45.84198714379939,2.1962895188430642,Asia,59928.21299278537,82179.40736445526,105076.99476699179
684,AAA,-0.6937819944715486,11.535415873595669,54.090428007398714,North America,18782.90093851997,19845.80005114606,21338.585410434327
685,A,0.8487628392386315,30.253913921504704,19.919186115557697,North America,34019.50475485128,33216.998628865156,32256.103804124148
686,BBB,1.017660513992494,13.898936961903791,66.842863384299,South America,44083.445114074566,49934.35579294212,55127.69297126636
687,AAA,0.5299261395745893,42.95019006723078,33.92476647335676,Asia,28734.418652256718,31252.811542870943,32862.54886019119
688,A,1.0472194563065562,35.26891798101975,33.56109534333338,Europe,36773.32504708316,39645.752545661846,41946.98521095388
689,AAA,1.149443682588852,32.869005292247714,20.61384568227711,Europe,31700.899271304264,33190.79392966107,34912.574388017856
690,BB,1.162924389023318,17.432615309491204,24.14763507489762,Asia,48342.04314080819,53735.33280441024,58035.617177692446
691,AA,0.7423624067107686,19.569281423149558,13.959017550571073,Europe,28848.198694384428,28871.560476398256,29682.923244538626
692,BB,1.634880322071929,9.186883494155893,30.518207592073832,North America,35502.16005976224,47415.25203731102,58868.47607714317
693,CCC,0.20491047706223586,48.442865251452105,42.7590538097479,Europe,51301.85525101288,56659.46708483494,0.0
694,B,1.3880419217581064,45.55358879908164,4.59242368747833,North America,54161.9578250451,67774.53122864586,0.0
695,AA,2.490891479073995,51.32978490729685,92.97613163388476,North America,46259.88194561244,65003.29093884213,84039.18016726636
696,BBB,2.333902050073057,37.546487321173764,17.8584677164621,North America,44475.37607078819,57607.23681764177,70060.2753552797
697,A,1.9189647887042924,19.327988967499245,38.7923051117326,North America,33208.792403388485,40468.49310546796,47049.2286926117
698,A,1.0919005480533366,17.018610523449045,67.24094897516173,North America,31137.592400547994,34278.55212046003,36638.9437311368
699,CCC,1.0378692139629329,11.027267697683406,85.2290654633287,North America,40649.49800806594,48169.14741891482,0.0
700,AAA,2.208166562700659,35.36738547333332,36.85507298546887,Europe,31116.70808955529,37717.848345652084,46121.127993368675
701,AA,0.2861654302292832,9.723135314156348,27.62276685588144,South America,26089.13451748031,29327.7867418017,31156.898204105757
702,AA,0.6673722683883374,41.48351740934856,62.08623485418161,North America,30116.66626868197,32987.69362837321,34755.49042938695
703,AA,1.6337262879808354,34.521295910630364,11.937400699881717,Europe,38689.90084230065,46434.67017272829,51854.85885825881
704,BB,0.7942746474286724,31.144462453762646,23.84706360280101,North America,39972.3712481574,38744.976384458445,37512.68946564614
705,AAA,1.3943947607977398,19.976792294958344,36.310213191689314,South America,26465.550093949907,28859.129503003627,32048.880792962023
706,BBB,2.38771085206951,24.966975334564356,34.960633940217846,South America,49664.92864233288,54803.25965997556,57763.907608797555
707,AAA,0.874629602724451,39.218156165300876,12.248818210454004,Europe,32894.365685329954,37334.047406307116,39808.43250345625
708,AAA,0.5682935157437787,37.26488023657582,62.24967768736851,Europe,25715.767395158837,26435.965677163083,28003.180912860098
709,BBB,0.9523646590654321,22.38008418543784,62.41571789330451,North America,34488.66572432745,33786.137095902886,33370.58327279806
710,BB,1.1334613524855492,32.913801822940066,69.95013863553984,North America,40910.31988111409,43653.620698131235,45456.98009027326
711,AAA,0.8455848350916864,8.359926797224732,5.053463224697485,Europe,21501.252349279574,26079.223308513512,29371.15964317073
712,AAA,0.8450434453435056,29.908898118142524,9.978669235893655,Europe,29564.698901366683,28615.48794798415,27830.673595477227
713,AA,1.1968739311693122,49.29363447907396,29.822957064836753,Asia,37677.144032125936,46689.389427691036,55248.523921001935
714,AA,-0.13392373850041972,20.33384100951126,42.2030903283498,North America,24038.35314200485,22230.008888845437,21057.454896289117
715,BBB,-0.5255462714587196,22.57277790763263,69.46204580770863,Europe,36154.83873712534,31950.507020574085,28377.39553566816
716,AA,0.3868574372123015,43.771674007311375,24.578433045851888,North America,32494.090392042424,35457.93323893667,37402.55019065884
717,AAA,1.8752881324620212,19.522559804671243,47.10765294909086,North America,26502.29474052276,32202.65639334326,36383.99326594874
718,CCC,2.0162198179367357,22.03608386971057,11.104315884983773,North America,49498.63743618344,57587.26545323283,0.0
719,AAA,0.08327501148529493,30.757205603883676,20.78661672112927,Europe,26075.203351670887,23476.341267983782,21597.408552543733
720,AAA,1.8460004029109234,52.20860095335149,38.574520330823205,Europe,33497.202534577715,45045.04652149998,57312.83597487482
721,AAA,1.1812275856671817,16.26936115218887,17.04243918390579,Asia,25127.426746059467,29266.341445145226,32419.28094970331
722,BBB,-0.19499116891967727,40.80914243559419,21.313987564094596,North America,37543.377145851664,38654.42036993193,39040.861875556824
723,B,1.0686573023007446,33.379882768375595,67.91065227017162,Europe,49843.06186008819,53189.06109466005,0.0
724,A,0.4945662072426892,5.510935423996488,1.4107871523267534,Europe,28349.332484934843,33284.93691393158,36625.56614316559
725,AA,0.6065245231158004,13.427486618558138,48.187618341010484,North America,23900.92424915838,26752.901702039686,28351.001891543572
726,AA,2.3256390032284764,28.707515387851384,2.3586310573350255,North America,39151.8131725681,44016.61964416612,47829.8925436913
727,AAA,1.508893920716454,10.338056681406279,54.95742641954428,North America,24033.96280904422,30495.94886545341,37122.07497376553
728,A,1.5018163420443567,18.54926004903697,76.09626908325676,North America,32712.95263992548,39209.49782158901,45042.24744906119
729,AAA,1.9651171153540787,15.104651506940852,90.90537876129349,North America,28055.252198460632,35987.41809602175,44716.67841793557
730,AAA,0.37778848713835655,5.1969555027486205,33.036523572508756,North America,18606.14599345232,21754.402339633132,23720.279236856957
731,AA,1.049923695572626,25.630755289577134,33.54035629759095,North America,29028.49897680423,25687.94760087033,24401.824247933902
